angle    w.speed (m/s)  frequency
224.8000     14.2700      0.0005
224.8000      3.4400      0.0006
224.9000      6.1500      0.0008
225.1000      3.0200      0.0005
225.1000      7.3600      0.0006
225.1000     14.4900      0.0008
225.1000     13.2600      0.0011
225.2000     10.1900      0.0007
225.2000      3.4400      0.0006
225.2000     17.8800      0.0005
225.3000      1.8000      0.0006
225.3000     15.6600      0.0001
225.3000      3.1600      0.0001
225.3000      6.7700      0.0005
225.4000     11.5700      0.0001
225.4000     10.5100      0.0008
225.4000     10.9000      0.0007
225.4000      6.5000      0.0007
225.4000      9.1000      0.0011
225.4000     10.2800      0.0009
225.4000      3.8500      0.0006
225.4000      2.9100      0.0006
225.5000      6.3400      0.0009
225.5000     12.1700      0.0003
225.5000     10.4500      0.0009
225.5000      6.9000      0.0008
225.5000      9.7200      0.0006
225.6000      3.1100      0.0009
225.7000      3.7300      0.0009
225.7000     12.4800      0.0007
225.7000      7.1300      0.0007
225.7000     13.3400      0.0003
225.8000      4.2800      0.0008
225.8000      6.1700      0.0006
225.9000      3.3700      0.0001
225.9000      8.1300      0.0014
225.9000     18.1300      0.0003
225.9000      5.3900      0.0002
226.0000     13.5600      0.0010
226.0000      2.8400      0.0005
226.0000     12.1200      0.0007
226.0000     14.7600      0.0005
226.0000      9.2900      0.0008
226.1000      7.9100      0.0009
226.1000     12.8700      0.0008
226.1000     19.2800      0.0003
226.1000      3.5000      0.0005
226.2000      5.3800      0.0011
226.2000     12.8900      0.0003
226.3000     11.0400      0.0009
226.3000      6.1700      0.0006
226.3000     11.2300      0.0010
226.3000     11.6100      0.0010
226.4000      4.0900      0.0005
226.4000      7.8000      0.0010
226.5000      2.3700      0.0005
226.5000     17.6100      0.0007
226.5000     12.4400      0.0009
226.6000      8.0100      0.0008
226.6000     17.3000      0.0005
226.6000      6.9700      0.0010
226.6000      7.0500      0.0006
226.7000      7.9900      0.0010
226.7000      9.4000      0.0009
226.7000      3.5000      0.0005
226.7000     10.4500      0.0009
226.7000      4.9900      0.0003
226.7000     12.4600      0.0003
226.7000     14.4700      0.0002
226.7000      1.3100      0.0002
226.7000      6.2200      0.0007
226.8000      2.7300      0.0006
226.8000     10.8900      0.0007
226.9000      8.2100      0.0007
226.9000     15.3900      0.0006
226.9000      3.7900      0.0003
226.9000      6.2100      0.0007
226.9000     10.6400      0.0002
226.9000     15.5600      0.0007
227.0000     10.1900      0.0007
227.0000     20.2300      0.0001
227.0000     10.3300      0.0014
227.1000     11.2300      0.0010
227.1000     11.9100      0.0005
227.1000      3.4200      0.0006
227.2000     10.1800      0.0014
227.3000     10.6000      0.0014
227.3000     10.6000      0.0014
227.3000      3.7400      0.0001
227.3000     15.0200      0.0009
227.4000     14.2900      0.0003
227.4000      5.5100      0.0005
227.4000     18.4700      0.0002
227.4000      3.4900      0.0007
227.4000      8.9000      0.0009
227.5000     11.6200      0.0011
227.5000     18.8400      0.0005
227.5000      5.5200      0.0003
227.6000      8.2400      0.0003
227.7000      9.0600      0.0007
227.7000     12.7800      0.0006
227.8000      2.1600      0.0002
227.8000      8.0600      0.0008
227.8000      3.9700      0.0001
227.8000      8.4000      0.0008
227.9000     14.1200      0.0003
227.9000      4.2600      0.0003
227.9000     11.0900      0.0011
227.9000      7.1700      0.0015
228.0000     12.0700      0.0006
228.0000      6.5300      0.0007
228.0000      3.2500      0.0001
228.1000      3.3500      0.0006
228.1000     11.0500      0.0009
228.1000      9.8300      0.0005
228.2000     17.1200      0.0008
228.2000      9.1400      0.0006
228.2000     11.2800      0.0006
228.2000      3.8200      0.0007
228.3000      9.1200      0.0003
228.3000     16.1600      0.0005
228.3000      2.3700      0.0005
228.4000      6.3400      0.0009
228.4000     10.2300      0.0013
228.4000      2.2700      0.0002
228.5000     16.5300      0.0001
228.5000     12.4400      0.0009
228.5000      9.9200      0.0007
228.5000     11.5300      0.0010
228.5000     12.3700      0.0008
228.6000     12.4500      0.0009
228.6000      9.0900      0.0006
228.6000     11.3500      0.0011
228.7000      9.1900      0.0009
228.7000      9.8500      0.0013
228.7000      6.8900      0.0009
228.7000     10.1600      0.0010
228.7000      3.2900      0.0006
228.8000      4.2100      0.0007
228.9000      2.2800      0.0001
228.9000     10.5000      0.0009
228.9000      8.2600      0.0006
228.9000     10.4000      0.0007
229.0000     11.8600      0.0006
229.0000     10.1200      0.0013
229.0000     25.3900      0.0001
229.1000     10.9300      0.0016
229.2000      4.8300      0.0005
229.3000      4.1300      0.0005
229.3000     16.1800      0.0006
229.3000      6.2600      0.0007
229.4000      2.3900      0.0008
229.4000      5.7600      0.0008
229.4000      6.3200      0.0006
229.4000      2.0900      0.0003
229.4000     11.3600      0.0013
229.5000      4.4000      0.0003
229.5000     16.9300      0.0003
229.5000     12.3500      0.0006
229.5000      3.0600      0.0003
229.5000      9.4500      0.0008
229.5000     14.5600      0.0008
229.5000     16.9800      0.0003
229.6000      2.1700      0.0002
229.6000     20.3400      0.0002
229.6000     19.7100      0.0001
229.7000     12.1100      0.0005
229.7000      3.3900      0.0008
229.8000     22.3500      0.0001
229.8000      7.1800      0.0005
229.8000     10.7000      0.0009
229.9000      7.3200      0.0007
229.9000     11.4200      0.0009
230.0000     10.4400      0.0007
230.0000      5.8900      0.0007
230.1000     14.8200      0.0011
230.1000     11.3900      0.0011
230.1000      7.8800      0.0011
230.2000      6.4500      0.0011
230.2000     10.4700      0.0013
230.3000      9.2200      0.0015
230.3000     18.8400      0.0005
230.3000      5.2400      0.0010
230.3000     18.1700      0.0001
230.3000     10.1400      0.0008
230.4000     12.3900      0.0010
230.4000     11.0700      0.0008
230.4000      1.7400      0.0003
230.4000     11.4200      0.0009
230.4000     11.5400      0.0014
230.4000     16.2200      0.0007
230.4000     14.9300      0.0005
230.5000     15.5500      0.0005
230.5000      9.8200      0.0007
230.5000      9.8300      0.0005
230.5000     12.0100      0.0008
230.5000      6.3700      0.0008
230.5000     19.8200      0.0002
230.6000     10.7400      0.0007
230.6000     14.8900      0.0010
230.6000      6.1200      0.0008
230.6000     11.2800      0.0006
230.6000      6.1900      0.0006
230.7000     15.4800      0.0007
230.7000      8.5700      0.0009
230.7000     12.9900      0.0008
230.7000      7.5600      0.0006
230.7000      8.3100      0.0007
230.8000      0.2300      0.0001
230.8000      6.7500      0.0006
230.9000     11.5300      0.0010
231.0000     11.0500      0.0009
231.0000     14.7800      0.0001
231.0000     14.8600      0.0007
231.1000      7.9600      0.0007
231.1000     14.4400      0.0005
231.1000     13.1500      0.0006
231.2000      3.5700      0.0003
231.3000     19.9200      0.0005
231.3000     15.7200      0.0002
231.4000     12.8600      0.0010
231.4000     10.9900      0.0010
231.4000      8.1000      0.0016
231.4000     16.0000      0.0006
231.4000     20.3900      0.0008
231.4000     11.2800      0.0006
231.5000     10.6600      0.0001
231.5000     14.6700      0.0005
231.5000      5.5400      0.0006
231.6000      6.2900      0.0002
231.6000      8.8200      0.0008
231.6000     14.3500      0.0005
231.7000     10.9100      0.0009
231.7000     14.5300      0.0005
231.8000     10.4300      0.0010
231.8000      3.1800      0.0002
231.8000     22.9900      0.0001
231.8000     18.5600      0.0005
231.9000      3.1200      0.0003
231.9000      6.9000      0.0008
231.9000     10.6200      0.0006
231.9000     12.2100      0.0007
232.0000     26.4500      0.0001
232.1000     14.6500      0.0005
232.1000     11.3900      0.0011
232.1000      9.8000      0.0010
232.2000      8.3500      0.0006
232.2000     10.9200      0.0008
232.2000      8.9000      0.0009
232.2000      8.7200      0.0008
232.3000     12.2300      0.0010
232.3000     14.7500      0.0006
232.3000      6.9500      0.0010
232.3000     16.4000      0.0007
232.3000      8.0700      0.0005
232.3000      4.0600      0.0002
232.3000     11.3300      0.0006
232.3000      3.6900      0.0003
232.4000      8.9900      0.0010
232.4000      7.9900      0.0010
232.4000     12.9500      0.0005
232.5000      2.7000      0.0001
232.5000     11.0100      0.0010
232.5000      9.5700      0.0008
232.5000     12.8500      0.0003
232.6000     11.9700      0.0014
232.7000      4.8300      0.0005
232.8000     12.4600      0.0003
232.8000     15.5700      0.0007
232.9000     11.7100      0.0007
232.9000     12.1900      0.0013
232.9000      5.9700      0.0007
232.9000     10.4400      0.0007
232.9000      5.0700      0.0005
232.9000      8.9600      0.0006
233.0000     10.5300      0.0009
233.0000     10.0800      0.0007
233.0000      6.1900      0.0006
233.0000      9.6600      0.0010
233.1000      9.8900      0.0009
233.1000      1.5900      0.0001
233.1000     11.7000      0.0002
233.1000     11.4600      0.0007
233.3000      9.5200      0.0010
233.3000     10.8900      0.0007
233.4000      8.2500      0.0008
233.5000     10.0000      0.0003
233.5000      9.0300      0.0008
233.5000     17.4400      0.0002
233.5000     19.4800      0.0003
233.5000      2.8200      0.0006
233.7000     10.4100      0.0011
233.7000     11.0600      0.0013
233.7000      7.6400      0.0009
233.8000      3.8000      0.0002
233.8000      6.4400      0.0003
233.8000     16.1600      0.0005
233.8000     11.5100      0.0003
233.8000      7.8400      0.0010
233.8000     11.2700      0.0011
233.9000     10.9200      0.0008
233.9000      7.7400      0.0011
233.9000     18.9000      0.0002
233.9000     12.1100      0.0005
234.0000     18.7900      0.0002
234.0000      3.3300      0.0002
234.0000      8.5800      0.0005
234.1000     10.8000      0.0007
234.1000     15.9500      0.0005
234.1000      5.5500      0.0006
234.2000      3.8900      0.0005
234.2000      4.0800      0.0002
234.3000      4.6400      0.0007
234.3000      8.1000      0.0016
234.3000     12.4100      0.0006
234.3000      2.5100      0.0009
234.4000      8.6000      0.0007
234.4000      9.2100      0.0010
234.5000     11.0900      0.0011
234.5000     10.6100      0.0013
234.5000      2.8300      0.0007
234.5000      6.7900      0.0007
234.5000      3.1300      0.0008
234.6000     17.8000      0.0005
234.6000     21.1700      0.0002
234.7000      6.2700      0.0008
234.7000      3.4700      0.0005
234.7000     13.0500      0.0013
234.9000     21.4500      0.0003
234.9000      7.7400      0.0011
234.9000     12.3100      0.0007
234.9000     16.0400      0.0009
235.0000     10.7200      0.0008
235.1000      5.7900      0.0009
235.1000      8.3900      0.0008
235.1000     14.8600      0.0007
235.1000     12.6700      0.0009
235.1000      2.8900      0.0005
235.2000      7.2800      0.0009
235.2000     17.3200      0.0003
235.2000     13.9200      0.0002
235.2000      9.0900      0.0006
235.3000      9.3500      0.0008
235.3000      9.3400      0.0013
235.4000     11.9200      0.0008
235.5000      4.1100      0.0002
235.5000      9.4300      0.0007
235.5000      8.2700      0.0011
235.6000     12.5300      0.0005
235.7000      6.9600      0.0005
235.7000     14.4900      0.0008
235.7000      6.0200      0.0006
235.7000     11.6800      0.0008
235.7000     15.9100      0.0006
235.9000      4.8700      0.0002
236.0000     10.5200      0.0003
236.1000      4.5200      0.0007
236.1000      5.6600      0.0008
236.1000      4.7900      0.0007
236.1000      4.6500      0.0007
236.2000      9.1800      0.0006
236.2000      5.9000      0.0005
236.2000     11.1500      0.0006
236.2000     16.1800      0.0006
236.2000      9.9600      0.0002
236.3000     10.2000      0.0010
236.3000     16.4300      0.0008
236.4000     15.1200      0.0006
236.4000      3.1100      0.0009
236.4000     15.4900      0.0001
236.4000      7.6800      0.0013
236.5000      3.2600      0.0005
236.5000      7.2800      0.0009
236.5000     17.0800      0.0006
236.5000     13.2500      0.0005
236.5000     13.5600      0.0010
236.5000      7.6600      0.0014
236.6000     12.1900      0.0013
236.6000      9.6700      0.0009
236.6000      2.0900      0.0003
236.7000      5.6900      0.0007
236.7000     11.8100      0.0008
236.8000     11.6100      0.0010
236.8000     12.3700      0.0008
236.8000     15.0000      0.0006
236.9000     12.8200      0.0013
236.9000      6.5900      0.0008
237.0000     15.9800      0.0006
237.0000      6.5600      0.0001
237.0000     11.3700      0.0006
237.1000      3.3900      0.0008
237.1000     11.9500      0.0010
237.1000      3.2700      0.0005
237.2000      3.1000      0.0006
237.2000      4.2600      0.0003
237.2000     15.7500      0.0007
237.3000      3.0500      0.0005
237.3000      9.5000      0.0013
237.4000     16.1600      0.0005
237.5000      8.5400      0.0011
237.5000     14.2300      0.0003
237.5000      4.9800      0.0002
237.5000      9.6700      0.0009
237.5000     21.0000      0.0003
237.6000      8.1100      0.0002
237.7000     15.1100      0.0008
237.9000     15.7200      0.0002
238.0000     11.2500      0.0008
238.0000     12.7700      0.0009
238.1000     16.3800      0.0003
238.1000      5.0500      0.0006
238.2000     12.4500      0.0009
238.3000      9.8600      0.0009
238.3000      7.0100      0.0007
238.4000     10.3200      0.0008
238.4000      9.3600      0.0009
238.4000      4.3300      0.0007
238.4000     10.7600      0.0008
238.4000      9.1900      0.0009
238.4000     10.9900      0.0010
238.5000     12.5300      0.0005
238.5000      1.5200      0.0003
238.5000     11.6800      0.0008
238.6000      9.1500      0.0009
238.6000     15.1200      0.0006
238.6000      9.3700      0.0007
238.7000      8.4400      0.0003
238.7000      6.5700      0.0007
238.8000      9.0800      0.0005
238.8000     16.7600      0.0005
238.9000      3.7200      0.0007
238.9000     13.4800      0.0005
238.9000     17.4500      0.0001
238.9000      8.4700      0.0017
239.0000     17.6400      0.0006
239.0000      2.1100      0.0005
239.0000     17.9100      0.0001
239.1000     18.7800      0.0003
239.1000     10.4900      0.0013
239.1000      7.7200      0.0008
239.1000      2.6900      0.0003
239.1000      8.9900      0.0010
239.1000     12.4400      0.0009
239.2000      8.5900      0.0008
239.3000     11.6300      0.0007
239.5000      5.5300      0.0007
239.5000     14.7700      0.0002
239.5000     13.5200      0.0005
239.6000     16.7600      0.0005
239.6000      3.6600      0.0002
239.7000      7.3500      0.0011
239.7000      5.2200      0.0002
239.7000      5.2300      0.0005
239.8000      4.2700      0.0005
239.8000     13.6600      0.0008
239.8000      8.0500      0.0009
239.8000     12.5700      0.0008
239.9000     14.8900      0.0010
239.9000     15.3600      0.0010
240.0000     15.7400      0.0006
240.0000     11.8800      0.0007
240.0000     12.1300      0.0007
240.0000     13.2700      0.0002
240.1000     11.8500      0.0014
240.1000      3.2400      0.0003
240.1000     20.6500      0.0002
240.1000     10.0500      0.0008
240.2000      6.9000      0.0008
240.2000     11.9700      0.0014
240.2000     10.3300      0.0014
240.3000     21.4400      0.0005
240.4000      6.1800      0.0007
240.4000      7.1400      0.0014
240.5000      9.7700      0.0014
240.6000      5.1200      0.0008
240.8000      5.9900      0.0008
240.8000      2.8900      0.0005
240.8000     12.4100      0.0006
240.9000     15.0500      0.0005
240.9000      3.5800      0.0003
241.0000      8.8700      0.0008
241.0000     12.4700      0.0005
241.0000      9.5500      0.0007
241.0000     10.7600      0.0008
241.0000     11.4900      0.0003
241.0000      8.5000      0.0010
241.1000     11.1300      0.0007
241.1000     11.1800      0.0008
241.1000      8.3500      0.0006
241.2000     11.6800      0.0008
241.2000     10.9300      0.0016
241.3000      8.5700      0.0009
241.3000     19.8900      0.0002
241.3000     11.5600      0.0015
241.3000     10.6000      0.0014
241.4000     16.8700      0.0002
241.4000      7.4600      0.0005
241.4000      8.3000      0.0002
241.4000      8.4500      0.0011
241.5000     15.4600      0.0002
241.5000     12.1800      0.0009
241.5000      9.4200      0.0010
241.5000     17.9800      0.0006
241.6000     19.2100      0.0002
241.6000      3.4400      0.0006
241.6000      2.9100      0.0006
241.7000     16.1100      0.0006
241.7000      2.6000      0.0005
241.8000      4.5400      0.0002
241.8000      1.1000      0.0002
241.8000     10.8400      0.0008
241.8000     15.3100      0.0008
241.8000     14.5400      0.0002
241.8000      9.5400      0.0003
241.9000     10.5000      0.0009
241.9000     15.7300      0.0009
242.0000      9.2300      0.0010
242.0000      6.7200      0.0003
242.0000      7.9900      0.0010
242.1000      7.8500      0.0009
242.1000     15.4200      0.0006
242.1000      3.9400      0.0006
242.1000      5.7900      0.0009
242.1000      9.6300      0.0015
242.2000      6.4500      0.0011
242.2000     13.1900      0.0008
242.2000     10.3700      0.0010
242.2000      1.4400      0.0005
242.4000     16.2300      0.0005
242.4000     20.6000      0.0002
242.5000     10.4500      0.0009
242.5000      3.0600      0.0003
242.5000     15.2600      0.0002
242.6000     10.4000      0.0007
242.6000      3.8600      0.0003
242.6000      3.8500      0.0006
242.6000      9.3200      0.0009
242.7000     13.9300      0.0005
242.7000     11.0400      0.0009
242.8000      3.0300      0.0003
242.8000      7.8400      0.0010
242.9000      9.0900      0.0006
242.9000     23.0300      0.0001
243.0000     13.1900      0.0008
243.0000     13.5400      0.0011
243.0000      2.8300      0.0007
243.0000      6.8200      0.0008
243.2000      7.1000      0.0005
243.2000     10.2300      0.0013
243.2000     11.9500      0.0010
243.2000      8.8900      0.0010
243.2000      5.8000      0.0008
243.3000     12.5800      0.0007
243.3000      5.4200      0.0008
243.4000      4.7900      0.0007
243.4000      9.8600      0.0009
243.4000      2.5400      0.0005
243.4000      3.3200      0.0002
243.5000     12.2300      0.0010
243.6000     11.8900      0.0009
243.6000      2.5800      0.0007
243.7000     16.8400      0.0006
243.7000      7.7100      0.0008
243.7000     15.6500      0.0008
243.7000      6.2200      0.0007
243.8000      8.0900      0.0006
243.8000     11.0400      0.0009
243.9000     10.6100      0.0013
243.9000      2.2200      0.0002
243.9000      3.7800      0.0005
243.9000      3.0400      0.0001
244.0000     10.8800      0.0011
244.0000      6.5900      0.0008
244.0000      7.6400      0.0009
244.1000      6.4300      0.0011
244.2000      0.9300      0.0002
244.3000     12.6700      0.0009
244.3000      3.4200      0.0006
244.4000     10.7300      0.0007
244.4000      3.5900      0.0009
244.4000     12.5500      0.0007
244.4000     14.8300      0.0006
244.4000     13.9700      0.0007
244.4000     13.0800      0.0011
244.4000     11.4700      0.0006
244.6000      8.5000      0.0010
244.6000      1.3400      0.0002
244.6000     10.3600      0.0008
244.6000     16.5600      0.0008
244.6000     11.9700      0.0014
244.6000      8.2900      0.0009
244.7000     10.8600      0.0006
244.8000     11.9600      0.0007
244.8000     10.4900      0.0013
244.9000      5.8400      0.0007
245.0000      2.0000      0.0008
245.1000     15.6800      0.0003
245.1000     17.9400      0.0003
245.1000      7.6600      0.0014
245.1000      5.1200      0.0008
245.4000      8.2200      0.0007
245.4000      1.5800      0.0002
245.4000     10.7700      0.0007
245.4000      3.7600      0.0007
245.5000      3.3900      0.0008
245.5000     14.8400      0.0008
245.5000     10.5800      0.0015
245.5000      4.9300      0.0008
245.5000      9.2200      0.0015
245.6000     12.2700      0.0003
245.6000     10.0100      0.0010
245.6000      5.6200      0.0007
245.7000      8.4600      0.0009
245.7000     10.9800      0.0007
245.8000     12.3500      0.0006
245.9000     12.3600      0.0008
246.0000     10.0700      0.0008
246.1000      5.4700      0.0006
246.1000      7.9200      0.0013
246.2000     11.8100      0.0008
246.2000     12.0800      0.0009
246.2000      5.1100      0.0006
246.2000     15.2100      0.0005
246.3000     12.5500      0.0007
246.3000     17.2100      0.0006
246.4000     17.4100      0.0002
246.4000     11.7200      0.0005
246.5000     15.1600      0.0005
246.5000     15.2800      0.0010
246.5000     15.3600      0.0010
246.6000     12.3900      0.0010
246.6000     11.4500      0.0008
246.6000     12.5800      0.0007
246.8000     20.0600      0.0002
246.8000     15.0800      0.0005
246.8000     15.8100      0.0006
246.9000     19.0900      0.0003
246.9000      2.3400      0.0006
246.9000      2.6200      0.0002
247.0000      9.9300      0.0003
247.0000      7.7400      0.0011
247.0000     15.0900      0.0007
247.0000      7.6800      0.0013
247.0000      7.4200      0.0005
247.1000     23.5600      0.0002
247.1000     11.4700      0.0006
247.1000      7.0300      0.0010
247.1000      3.4200      0.0006
247.3000      8.9100      0.0006
247.3000      8.9100      0.0006
247.3000     13.4900      0.0003
247.3000     13.5400      0.0011
247.3000     11.2500      0.0008
247.3000     12.2400      0.0005
247.4000      2.4500      0.0005
247.4000      8.1300      0.0014
247.4000     15.1800      0.0002
247.4000      4.7300      0.0007
247.4000     10.2800      0.0009
247.5000     22.4300      0.0001
247.5000     12.6100      0.0008
247.6000      6.5100      0.0008
247.7000      4.8700      0.0002
247.8000     19.3800      0.0005
247.9000      8.6200      0.0007
247.9000     16.3800      0.0003
247.9000     14.4300      0.0007
248.1000     16.4600      0.0005
248.1000     16.3700      0.0007
248.2000      4.0400      0.0007
248.2000     13.4500      0.0006
248.2000     18.4100      0.0001
248.3000     13.8300      0.0005
248.4000      6.0700      0.0001
248.4000     15.2400      0.0006
248.4000      6.7400      0.0010
248.4000     17.5500      0.0005
248.4000     15.3600      0.0010
248.5000      6.1300      0.0003
248.5000      8.4100      0.0008
248.6000     13.6400      0.0007
248.6000     10.4900      0.0013
248.7000      6.7200      0.0003
248.7000     12.3900      0.0010
248.7000     11.5500      0.0008
248.7000      4.0700      0.0005
248.9000      6.9200      0.0006
248.9000     10.4900      0.0013
249.0000     13.0800      0.0011
249.0000      4.2700      0.0005
249.0000     10.4300      0.0010
249.1000      2.9400      0.0007
249.1000      5.5800      0.0003
249.1000     19.9000      0.0009
249.2000     16.8600      0.0006
249.2000     10.0900      0.0011
249.2000     15.8700      0.0006
249.2000     11.9200      0.0008
249.3000     11.8100      0.0008
249.5000      7.9200      0.0013
249.6000      1.4400      0.0005
249.6000     10.3500      0.0009
249.7000      4.8200      0.0007
249.7000     10.2400      0.0009
249.8000     14.4400      0.0005
249.9000      8.9000      0.0009
249.9000      6.7900      0.0007
249.9000      8.8700      0.0008
250.3000     10.3300      0.0014
250.3000     11.5500      0.0008
250.3000     11.9200      0.0008
250.4000      6.8700      0.0008
250.5000     15.1200      0.0006
250.5000      2.8300      0.0007
250.5000     11.9700      0.0014
250.5000      4.7200      0.0005
250.5000     17.7700      0.0003
250.5000     15.7700      0.0007
250.6000      3.2400      0.0003
250.6000      7.4100      0.0006
250.6000     15.4300      0.0006
250.6000      3.8200      0.0007
250.6000     12.1100      0.0005
250.7000     24.8500      0.0001
250.7000     12.5400      0.0006
250.8000      5.2400      0.0010
250.8000     12.1200      0.0007
250.8000      6.3700      0.0008
250.8000     12.6700      0.0009
250.8000     10.5000      0.0009
250.9000     17.7100      0.0005
250.9000     18.0300      0.0002
250.9000      9.2900      0.0008
250.9000     15.3600      0.0010
251.0000     13.2500      0.0005
251.1000      9.8500      0.0013
251.1000     10.1800      0.0014
251.1000      7.4400      0.0006
251.1000      3.1300      0.0008
251.1000     11.6200      0.0011
251.1000      4.3900      0.0006
251.2000     14.8200      0.0011
251.2000     18.3800      0.0001
251.3000     15.9600      0.0002
251.3000      8.7700      0.0006
251.3000      4.0900      0.0005
251.3000      3.7200      0.0007
251.4000      6.9900      0.0002
251.4000      6.4900      0.0005
251.4000      5.7600      0.0008
251.6000     11.2700      0.0011
251.6000     13.6800      0.0009
251.6000      5.0700      0.0005
251.6000      8.5600      0.0011
251.6000      4.5100      0.0005
251.7000      6.7400      0.0010
251.7000      9.9100      0.0003
251.7000     15.6300      0.0002
251.7000      9.6600      0.0010
251.7000      3.7700      0.0002
251.7000      5.3100      0.0007
251.8000     14.8600      0.0007
251.8000     14.0700      0.0006
251.8000      9.6900      0.0011
251.8000      8.3700      0.0009
251.9000     11.4900      0.0003
251.9000      5.2100      0.0009
252.0000      6.0500      0.0003
252.0000     15.8400      0.0006
252.0000     10.0100      0.0010
252.0000      8.3100      0.0007
252.0000      6.4300      0.0011
252.1000      2.2000      0.0003
252.1000      2.3900      0.0008
252.2000      1.1800      0.0003
252.2000     13.5800      0.0008
252.2000     15.3200      0.0006
252.3000     10.7400      0.0007
252.3000     18.8800      0.0005
252.3000      2.4300      0.0005
252.3000     14.1400      0.0007
252.3000     22.2900      0.0001
252.5000      5.9800      0.0006
252.5000     17.5300      0.0005
252.5000      2.0500      0.0006
252.5000     15.4400      0.0008
252.6000     10.1600      0.0010
252.6000      9.9300      0.0003
252.6000     15.3900      0.0006
252.7000     17.1000      0.0003
252.7000      5.8800      0.0008
252.8000     14.8200      0.0011
252.9000      8.6200      0.0007
252.9000      7.0700      0.0011
253.0000     15.2100      0.0005
253.0000     16.2800      0.0006
253.1000     13.1700      0.0008
253.1000      8.3700      0.0009
253.1000      4.4600      0.0007
253.2000      6.9000      0.0008
253.2000      2.2400      0.0006
253.2000     10.1200      0.0013
253.2000     20.3900      0.0008
253.3000     10.6300      0.0009
253.3000     10.4500      0.0009
253.4000     20.7300      0.0001
253.5000      5.7900      0.0009
253.5000      2.8100      0.0005
253.5000      6.7700      0.0005
253.5000      4.9200      0.0007
253.6000     16.6100      0.0005
253.6000     13.9200      0.0002
253.6000      9.1300      0.0010
253.6000      4.1000      0.0009
253.7000     16.9000      0.0003
253.7000     13.3000      0.0003
253.7000      2.1100      0.0005
253.8000      6.6900      0.0006
253.8000      2.9800      0.0005
253.8000     18.5800      0.0002
253.8000     10.3500      0.0009
253.8000      1.5800      0.0002
253.8000     18.5000      0.0002
253.9000      9.3500      0.0008
254.0000      9.5900      0.0009
254.0000      5.3900      0.0002
254.0000      6.7400      0.0010
254.0000      9.0900      0.0006
254.0000     15.0800      0.0005
254.1000     10.2800      0.0009
254.1000     11.1200      0.0006
254.1000     11.8100      0.0008
254.2000      9.5200      0.0010
254.3000     11.6500      0.0009
254.3000      4.1200      0.0003
254.3000      9.3600      0.0009
254.3000      8.8100      0.0008
254.3000      7.3500      0.0011
254.4000     10.5300      0.0009
254.4000      7.9400      0.0005
254.4000     12.0800      0.0009
254.5000     10.2700      0.0009
254.5000      2.9100      0.0006
254.5000      5.1600      0.0007
254.6000     18.8800      0.0005
254.6000     17.1800      0.0002
254.6000      7.9600      0.0007
254.6000     12.7700      0.0009
254.8000      5.6100      0.0006
254.8000      8.7100      0.0006
254.9000      7.6600      0.0014
255.0000     18.1400      0.0003
255.1000     10.6500      0.0009
255.2000      3.0200      0.0005
255.2000     21.4900      0.0002
255.2000      7.1400      0.0014
255.3000     10.0600      0.0009
255.4000     13.1300      0.0008
255.4000     11.8300      0.0009
255.5000      7.2700      0.0007
255.5000      8.0000      0.0006
255.5000      7.1400      0.0014
255.6000     14.8300      0.0006
255.7000     13.5800      0.0008
255.7000     15.8100      0.0006
255.7000      6.1800      0.0007
255.8000     11.0100      0.0010
255.8000     13.3200      0.0008
255.8000      2.4800      0.0006
255.9000      7.6600      0.0014
255.9000      2.5900      0.0005
256.0000      6.1400      0.0005
256.0000     16.4200      0.0007
256.1000      2.1300      0.0003
256.1000      2.8700      0.0005
256.1000      5.2300      0.0005
256.1000     20.9700      0.0001
256.1000     10.5800      0.0015
256.2000     13.1600      0.0008
256.2000     14.4800      0.0009
256.2000     16.2200      0.0007
256.2000     10.4200      0.0008
256.3000      2.6900      0.0003
256.3000     11.2100      0.0008
256.4000     16.4700      0.0005
256.4000      1.4200      0.0005
256.5000      8.1200      0.0009
256.6000      8.4700      0.0017
256.6000     10.1100      0.0005
256.6000     13.5900      0.0006
256.7000     13.2000      0.0009
256.7000      3.5900      0.0009
256.7000      1.7900      0.0005
256.7000     13.6900      0.0008
256.7000      2.4100      0.0006
256.8000     17.4700      0.0006
256.8000      2.3300      0.0007
256.8000     11.3200      0.0008
256.8000      7.2200      0.0011
256.8000     16.2000      0.0007
256.8000      9.7000      0.0006
256.9000      4.7300      0.0007
256.9000      5.5600      0.0002
257.0000      8.6600      0.0006
257.0000      2.0700      0.0002
257.0000     19.2500      0.0003
257.0000     18.4500      0.0002
257.1000     15.8000      0.0002
257.2000     17.2200      0.0002
257.2000      5.8600      0.0003
257.2000     11.5900      0.0006
257.2000     13.7700      0.0009
257.3000      5.7600      0.0008
257.3000     14.3700      0.0014
257.3000      6.2900      0.0002
257.4000     16.0800      0.0009
257.4000      5.5700      0.0005
257.4000      7.0800      0.0011
257.4000      6.9700      0.0010
257.4000     10.7800      0.0005
257.5000     13.4800      0.0005
257.5000      4.9400      0.0003
257.5000      5.2600      0.0010
257.6000      9.1300      0.0010
257.7000      7.7400      0.0011
257.7000     11.1900      0.0002
257.7000      6.8900      0.0009
257.8000      3.9400      0.0006
257.8000      4.9200      0.0007
257.8000     13.9600      0.0006
257.8000      1.8500      0.0002
257.9000     18.1100      0.0002
