angle    w.speed (m/s)  frequency
257.9000     21.2000      0.0001
257.9000      7.6800      0.0013
258.0000     11.8300      0.0009
258.0000     15.7500      0.0007
258.1000      7.9900      0.0010
258.2000     17.1400      0.0006
258.2000      8.4200      0.0007
258.2000     14.0200      0.0008
258.2000     15.3500      0.0003
258.3000     17.0500      0.0007
258.3000     15.9400      0.0006
258.3000     10.1200      0.0013
258.3000     26.4700      0.0001
258.4000     13.4200      0.0006
258.4000      9.4200      0.0010
258.5000      1.8500      0.0002
258.5000      6.6200      0.0003
258.5000      9.1600      0.0007
258.5000     15.3500      0.0003
258.5000     19.2700      0.0001
258.6000      3.5200      0.0006
258.6000      8.5700      0.0009
258.6000      7.8100      0.0002
258.7000     16.1100      0.0006
258.7000     15.3300      0.0003
258.8000     17.7700      0.0003
258.8000      5.2900      0.0003
258.9000      4.7100      0.0007
259.0000      5.3700      0.0006
259.0000      6.1500      0.0008
259.0000      1.8000      0.0006
259.0000     13.8700      0.0010
259.1000     16.2200      0.0007
259.1000     12.0600      0.0006
259.2000     17.7900      0.0003
259.2000      5.9400      0.0001
259.3000      8.0400      0.0013
259.3000      9.2300      0.0010
259.4000     16.4300      0.0008
259.4000      9.9400      0.0009
259.4000      9.7600      0.0005
259.4000      5.3300      0.0007
259.5000     17.3100      0.0002
259.5000     14.1500      0.0007
259.5000      9.0500      0.0007
259.6000      7.0900      0.0006
259.6000     18.1300      0.0003
259.7000     16.7200      0.0003
259.7000     14.9800      0.0005
259.8000      9.9600      0.0002
259.8000     10.4400      0.0007
259.8000      8.2100      0.0007
259.9000      7.7200      0.0008
259.9000      6.8900      0.0009
260.0000     17.7000      0.0005
260.0000     15.9100      0.0006
260.0000      8.0400      0.0013
260.1000      7.8400      0.0010
260.1000      9.1000      0.0011
260.1000     15.5300      0.0002
260.1000      4.7500      0.0003
260.2000     14.0600      0.0014
260.2000     15.2700      0.0005
260.2000     19.7000      0.0002
260.2000      5.6800      0.0008
260.3000      8.9000      0.0009
260.3000     20.4500      0.0002
260.3000     16.1700      0.0003
260.3000     19.4100      0.0003
260.3000     15.1200      0.0006
260.4000      5.9200      0.0007
260.4000      5.5100      0.0005
260.4000     15.7700      0.0007
260.4000      8.2700      0.0011
260.4000     18.8800      0.0005
260.6000     14.3900      0.0006
260.6000      9.2200      0.0015
260.7000      8.7500      0.0009
260.7000      6.7300      0.0006
260.8000      2.7300      0.0006
260.8000      8.3800      0.0010
260.8000     16.6600      0.0006
260.9000      9.1800      0.0006
260.9000      9.6200      0.0002
260.9000     20.9100      0.0002
260.9000      1.1800      0.0003
260.9000     19.9700      0.0002
261.0000      8.0300      0.0008
261.0000      2.6900      0.0003
261.0000     16.9200      0.0005
261.1000     11.2000      0.0009
261.1000      6.9500      0.0010
261.1000     14.1800      0.0007
261.1000      9.8000      0.0010
261.2000     17.8300      0.0001
261.2000      7.8800      0.0011
261.2000     15.9000      0.0003
261.2000     18.3200      0.0001
261.3000      9.8500      0.0013
261.3000      7.7100      0.0008
261.4000     13.0400      0.0006
261.4000     15.3300      0.0003
261.4000      3.5900      0.0009
261.5000     16.3200      0.0005
261.5000     17.4300      0.0006
261.5000     16.5800      0.0006
261.5000     10.4400      0.0007
261.6000      3.0200      0.0005
261.7000     16.0700      0.0002
261.7000      6.8200      0.0008
261.8000     16.4600      0.0005
261.8000      4.0400      0.0007
261.8000      3.8100      0.0006
261.9000      5.6500      0.0005
261.9000      2.4200      0.0002
261.9000     12.2300      0.0010
261.9000      1.7900      0.0005
261.9000      4.0700      0.0005
262.0000      9.6400      0.0008
262.1000      1.7700      0.0005
262.1000     14.8200      0.0011
262.1000     14.0300      0.0003
262.2000     16.3400      0.0005
262.2000      4.6400      0.0007
262.2000     10.3500      0.0009
262.3000     12.0900      0.0009
262.3000     15.9700      0.0003
262.3000     19.4500      0.0002
262.4000     19.2800      0.0003
262.5000     19.5800      0.0001
262.5000      7.4100      0.0006
262.5000      3.8100      0.0006
262.6000      1.6200      0.0002
262.6000     15.1300      0.0007
262.6000      1.1700      0.0002
262.6000     10.1800      0.0014
262.6000     18.2500      0.0002
262.7000     12.8800      0.0005
262.7000     10.4800      0.0009
262.7000     15.1900      0.0005
262.7000      7.2200      0.0011
262.8000      3.8900      0.0005
262.8000      8.4200      0.0007
262.8000     12.1800      0.0009
262.8000      1.1600      0.0001
262.9000     12.6000      0.0005
263.0000     14.6400      0.0010
263.0000      9.5000      0.0013
263.0000     18.2500      0.0002
263.0000     17.7600      0.0003
263.0000     10.0200      0.0011
263.0000     21.3000      0.0002
263.0000      3.2000      0.0005
263.0000     15.4000      0.0009
263.2000      8.8000      0.0003
263.2000      9.6300      0.0015
263.2000      6.1400      0.0005
263.2000     10.0400      0.0006
263.2000     12.0800      0.0009
263.2000      5.5000      0.0008
263.3000     20.7400      0.0002
263.3000     11.1100      0.0006
263.3000      2.3500      0.0007
263.3000     17.4300      0.0006
263.3000      4.5700      0.0002
263.4000      7.7600      0.0009
263.4000     14.6900      0.0007
263.5000      3.2600      0.0005
263.5000     17.1200      0.0008
263.5000      9.6600      0.0010
263.6000      2.5800      0.0007
263.6000      1.3000      0.0002
263.6000     10.1300      0.0002
263.7000      2.4300      0.0005
263.7000     17.5100      0.0003
263.8000     12.5500      0.0007
263.8000      9.4000      0.0009
263.8000      9.1600      0.0007
263.8000     13.5600      0.0010
263.9000      5.0600      0.0003
263.9000     10.2600      0.0007
263.9000      4.2900      0.0007
263.9000     15.6200      0.0006
263.9000      2.1900      0.0002
264.0000     16.5700      0.0008
264.1000     15.6000      0.0010
264.2000      7.1400      0.0014
264.2000     20.7200      0.0005
264.2000     17.0000      0.0002
264.2000     17.1400      0.0006
264.2000      5.8800      0.0008
264.3000      9.9700      0.0010
264.3000      8.6400      0.0007
264.3000     19.2600      0.0002
264.3000      7.4300      0.0007
264.4000      6.4900      0.0005
264.5000      2.3100      0.0005
264.5000      6.3100      0.0005
264.5000      9.9500      0.0009
264.6000     11.9000      0.0009
264.7000     12.2800      0.0009
264.7000      8.2000      0.0011
264.7000      7.4500      0.0010
264.7000     17.1200      0.0008
264.7000     14.3000      0.0006
264.8000     17.5500      0.0005
264.8000     16.3600      0.0003
264.9000      9.9900      0.0008
264.9000      9.5700      0.0008
264.9000      6.9700      0.0010
265.0000     12.0200      0.0008
265.1000     19.6900      0.0003
265.1000     12.1600      0.0003
265.1000      9.4700      0.0006
265.2000     10.1800      0.0014
265.2000     10.8000      0.0007
265.2000      7.9500      0.0007
265.2000     10.5300      0.0009
265.3000     17.4000      0.0001
265.3000      2.8700      0.0005
265.3000     17.2900      0.0003
265.3000      6.8400      0.0006
265.4000      9.2600      0.0009
265.4000     10.7600      0.0008
265.5000      9.3100      0.0006
265.5000     19.3500      0.0002
265.5000      1.6800      0.0005
265.5000     17.5900      0.0002
265.6000      9.8400      0.0009
265.7000     24.3500      0.0002
265.7000     16.5600      0.0008
265.7000     17.3400      0.0003
265.7000     15.6900      0.0007
265.8000     16.8100      0.0003
265.8000     11.2200      0.0003
265.8000      1.9300      0.0003
265.8000     16.0500      0.0002
265.9000      7.3700      0.0005
265.9000     13.3200      0.0008
265.9000      4.7700      0.0003
265.9000     11.3000      0.0008
266.0000      8.5000      0.0010
266.0000      1.7000      0.0002
266.0000      8.4800      0.0014
266.1000     10.4000      0.0007
266.1000      3.8900      0.0005
266.2000     21.0800      0.0002
266.3000     10.2000      0.0010
266.3000      7.7400      0.0011
266.3000      7.0300      0.0010
266.4000      7.8800      0.0011
266.5000      6.3000      0.0003
266.5000      7.7300      0.0009
266.5000     11.8800      0.0007
266.6000     15.2700      0.0005
266.6000     19.4500      0.0002
266.6000      9.1400      0.0006
266.6000     10.2700      0.0009
266.6000      5.4400      0.0006
266.6000     17.0400      0.0003
266.7000     14.2600      0.0010
266.7000      8.8200      0.0008
266.8000      2.3400      0.0006
266.9000      1.8300      0.0002
266.9000      9.8100      0.0006
266.9000     20.0300      0.0003
267.0000      9.4600      0.0003
267.0000     15.9800      0.0006
267.0000     15.2400      0.0006
267.0000     10.2500      0.0010
267.0000     16.0800      0.0009
267.0000     13.2600      0.0011
267.0000      8.6800      0.0005
267.1000      6.0200      0.0006
267.1000     16.6400      0.0005
267.1000     14.1400      0.0007
267.1000     13.0000      0.0005
267.1000     12.6200      0.0006
267.1000      5.8800      0.0008
267.2000     17.5700      0.0001
267.3000      9.5300      0.0015
267.3000     14.8600      0.0007
267.3000      9.8400      0.0009
267.4000     10.4900      0.0013
267.4000     18.6800      0.0001
267.4000     13.9600      0.0006
267.4000     16.0400      0.0009
267.4000      7.1300      0.0007
267.4000     12.3800      0.0007
267.5000     15.5000      0.0003
267.5000     17.1200      0.0008
267.5000     17.1100      0.0005
267.6000     10.0000      0.0003
267.6000     14.7200      0.0005
267.6000      6.8800      0.0009
267.7000      9.8700      0.0007
267.7000      8.6200      0.0007
267.8000     11.9000      0.0009
267.8000     16.2300      0.0005
267.8000     16.2900      0.0008
267.8000      7.7200      0.0008
267.8000      4.3100      0.0002
267.9000      2.0400      0.0002
267.9000      2.7400      0.0005
267.9000      9.5000      0.0013
267.9000      7.5700      0.0010
268.0000      8.9300      0.0007
268.0000      8.6700      0.0015
268.1000      8.0700      0.0005
268.1000     15.0900      0.0007
268.1000      9.5900      0.0009
268.2000      8.1800      0.0010
268.2000      5.9600      0.0006
268.2000      9.6900      0.0011
268.2000     11.8500      0.0014
268.3000      9.8200      0.0007
268.4000     10.9100      0.0009
268.4000      7.1700      0.0015
268.5000     12.7200      0.0009
268.5000     11.6200      0.0011
268.5000      1.6900      0.0002
268.6000     15.3500      0.0003
268.6000      6.9500      0.0010
268.6000      7.0400      0.0003
268.6000     15.8100      0.0006
268.7000     11.9900      0.0005
268.7000     11.6300      0.0007
268.8000     15.6000      0.0010
268.9000     10.1200      0.0013
268.9000      3.6200      0.0006
268.9000     10.5800      0.0015
268.9000     10.4900      0.0013
268.9000     13.8600      0.0006
269.0000     15.8600      0.0005
269.0000      2.1800      0.0003
269.0000     12.4800      0.0007
269.0000      2.3300      0.0007
269.0000     13.1800      0.0008
269.1000     10.0700      0.0008
269.1000     14.0000      0.0003
269.1000      5.9900      0.0008
269.1000      8.8500      0.0005
269.2000     10.3900      0.0008
269.2000     13.5600      0.0010
269.3000     10.7000      0.0009
269.4000     10.8800      0.0011
269.4000      0.8500      0.0001
269.4000      6.5300      0.0007
269.6000      9.1400      0.0006
269.6000     16.5700      0.0008
269.6000      9.3500      0.0008
269.6000      1.3800      0.0001
269.7000     16.6900      0.0007
269.7000     16.0200      0.0005
269.7000     17.9300      0.0003
269.8000      8.4800      0.0014
269.8000     17.1300      0.0003
269.8000     16.4000      0.0007
269.8000     14.3400      0.0011
269.8000      4.6900      0.0007
269.8000      4.3200      0.0005
269.8000      7.8600      0.0006
269.9000      1.7900      0.0005
270.0000      4.9900      0.0003
270.2000      4.4100      0.0005
270.3000     13.6800      0.0009
270.3000     12.1600      0.0003
270.4000     10.1000      0.0010
270.5000      2.0600      0.0001
270.5000     18.2900      0.0006
270.6000      7.7300      0.0009
270.6000     15.2800      0.0010
270.7000      5.1300      0.0003
270.8000      9.6100      0.0008
270.8000      9.0700      0.0009
270.8000      0.8200      0.0002
270.8000     11.6300      0.0007
270.9000      8.1700      0.0014
270.9000      5.7300      0.0003
270.9000      5.3800      0.0011
271.0000     10.0200      0.0011
271.0000     18.7100      0.0001
271.1000     14.8600      0.0007
271.2000      9.3400      0.0013
271.2000     10.1600      0.0010
271.2000     10.7500      0.0008
271.2000     15.3600      0.0010
271.2000     12.3300      0.0006
271.2000     19.7400      0.0003
271.3000     13.9800      0.0005
271.3000      8.8600      0.0013
271.4000      8.1700      0.0014
271.4000     10.8500      0.0009
271.4000     14.1500      0.0007
271.4000      9.7500      0.0010
271.4000      8.1500      0.0011
271.5000      8.8900      0.0010
271.5000      7.9100      0.0009
271.5000     10.5000      0.0009
271.5000      9.7800      0.0011
271.5000     11.0600      0.0013
271.6000      2.9200      0.0005
271.6000     16.5600      0.0008
271.6000      8.7100      0.0006
271.6000      8.6400      0.0007
271.7000      8.4000      0.0008
271.7000      9.2200      0.0015
271.8000      8.7400      0.0010
271.8000     12.1900      0.0013
271.8000      5.6100      0.0006
271.8000     14.2400      0.0003
271.8000     15.3100      0.0008
271.8000      1.7300      0.0002
271.9000      9.0400      0.0008
271.9000      7.0700      0.0011
272.0000     14.4800      0.0009
272.0000     20.6800      0.0002
272.0000      9.2000      0.0006
272.1000      7.9600      0.0007
272.1000     12.0800      0.0009
272.1000      3.1100      0.0009
272.2000     12.2400      0.0005
272.2000     17.3700      0.0002
272.2000     13.8500      0.0008
272.3000     15.6400      0.0011
272.4000     13.6900      0.0008
272.4000     10.2300      0.0013
272.4000      7.7300      0.0009
272.5000      5.3500      0.0005
272.5000      4.3200      0.0005
272.6000      5.9800      0.0006
272.6000     16.1200      0.0001
