angle	ws (m/s)	Freq
87	9	0.000467587
87	10	0.000409392
87	11	0.000344523
87	12	0.000279138
87	13	0.000218008
87	14	0.000164277
87	15	0.000119517
87	16	8.39979E-05
87	17	5.70517E-05
87	18	3.74602E-05
87	19	2.3784E-05
87	20	1.46047E-05
87	21	8.67494E-06
87	22	4.98485E-06
87	23	2.77135E-06
87	24	1.49077E-06
87	25	7.75945E-07
